일시,전압,전류,출력,전압(RS),전압(ST),전압(TR),전류(R),전류(S),전류(T),출력,누적발전량,주파수,역률,경사,수평,모듈(℃),외기(℃)
2022-01-01 7:30,299.5,3.3,1,388.93,390.76,389.06,1.5,8.8,8.4,4.21,"212,328.30",59.9,0,0,0,-5.300000191,-3.8
2022-01-01 8:00,670,10,6.74,390.44,393.74,391.92,1,14.3,14.4,6.73,"212,329.00",59.9,99.9,64.18,72.06,-4.100000381,-4.1
2022-01-01 8:30,673,21.2,14.29,389.12,393.14,390.48,3.9,30.4,31.1,14.79,"212,334.41",59.9,99.9,142.93,157.11,-1.600000381,-3.6
2022-01-01 9:00,660,30.1,19.76,390.54,395.3,392.74,9.3,42.2,43.6,21.61,"212,343.59",60,99.9,214.2,236.25,1.799999237,-2.6
2022-01-01 9:30,626,37.3,23.7,389.34,394.28,391.48,13.4,51.4,53.5,26.8,"212,355.80",60,99.9,292.56,317.76,6.200000763,-1.2
2022-01-01 10:00,622.5,43.2,26.95,389.14,394.77,391.52,16.3,59.1,61.8,31.1,"212,370.30",60,99.9,376.03,408.32,10.20000076,-0.1
2022-01-01 10:30,624.5,47.2,29.03,390.76,395.32,392.65,21.5,61.5,64.5,33.51,"212,386.20",59.8,99.9,432.73,476.44,13.79999924,1.5
2022-01-01 11:00,602,51.3,30.58,391.66,396.45,394.05,21.3,65.3,68,35.23,"212,403.30",59.9,99.9,428.79,480.38,22.40000153,4.5
2022-01-01 11:30,360,63.4,22.72,389.94,394.52,392.04,12.9,51.4,53.9,26.81,"212,421.09",60,99.9,488.25,526.44,23.09999847,6.5
2022-01-01 12:00,595,48.6,29.12,390.44,396.41,393.97,10.8,65.4,67.1,32.66,"212,437.91",59.9,99.9,500.06,534.32,17.29999924,6.5
2022-01-01 12:30,616.5,46.3,28.72,379.21,384.66,382.28,20.6,63.1,66.1,33.11,"212,459.00",60.1,99.9,456.75,492.98,15.90000153,6.1
2022-01-01 13:00,601.5,46.5,28.27,387.73,392.97,390.62,19.6,61.4,63.6,32.66,"212,471.30",60.1,99.9,444.15,478.01,17.5,6.7
2022-01-01 13:30,565,45.5,25.76,387.89,392.67,390.42,10.3,59.5,61.4,29.64,"212,487.09",59.9,99.9,416.98,446.51,14.5,6.8
2022-01-01 14:00,559.5,39.8,22.48,387.28,391.82,389.98,13,50,52.2,25.97,"212,501.00",60,99.9,377.61,404.38,13.59999847,6.6
2022-01-01 14:30,556,33,18.55,387.28,391.28,389.45,7.7,41.9,42.9,20.83,"212,512.80",60,99.9,319.73,340.99,11.60000038,6.6
2022-01-01 15:00,520,27.6,14.34,387.72,391.63,389.98,5.7,32,33,15.94,"212,522.09",59.9,99.9,266.96,284.68,9.100000381,6.3
2022-01-01 15:30,455,18.8,8.64,385.78,388.58,386.78,2.5,19.7,20.2,9.49,"212,528.50",59.9,99.9,202.78,215.77,8.899999619,7.1
2022-01-01 16:00,650,7.7,5.1,386.22,388.02,386.42,1.4,12.5,12.8,5.97,"212,532.20",59.9,99.9,135.06,144.11,5.399999619,7.2
2022-01-01 16:30,645,4.7,3.08,385.5,387.2,384.98,1.3,9.6,9.7,4.59,"212,535.00",60,99.9,74.42,77.96,3.5,5.5
2022-01-01 17:00,620,3,1.9,383.77,385.31,383.17,1.7,8.9,8.7,4.28,"212,537.00",59.9,99.9,12.6,15.36,1.299999237,4.1
2022-01-02 8:00,647.5,5.5,3.67,390.02,392.58,390.66,1.3,9.6,9.5,4.61,"212,538.20",60,99.9,27.17,30.71,1.700000763,3.5
2022-01-02 8:30,619,6.6,4.16,390.21,392.41,389.96,0.8,10.4,10.5,4.9,"212,541.00",59.9,99.9,38.19,42.13,3.200000763,3.8
2022-01-02 9:00,624.5,9.3,5.83,387.72,389.77,387.67,0.8,13.3,13.6,6.21,"212,543.30",60,99.9,59.46,65.36,3.600000381,3.8
2022-01-02 9:30,646.5,10.5,6.88,388.58,390.98,388.35,1,15.2,15.5,7.13,"212,547.00",60,99.9,72.84,79.54,5,4.3
2022-01-02 10:00,651.5,14.8,9.69,387.98,390.58,387.98,2.1,20.9,21.3,9.95,"212,553.00",59.9,99.9,108.68,118.91,8.299999237,4.9
2022-01-02 10:30,599.5,28.8,20.53,389.23,392.76,390.23,8.4,38,39.5,19.4,"212,564.70",60,99.9,128.76,139.78,16.29999924,7.2
2022-01-02 11:00,571.5,44.4,25.5,391.26,395.52,393.07,14,56.3,58.6,29.32,"212,579.00",60,99.9,359.49,402.41,18.29999924,7.2
2022-01-02 11:30,604,43.3,26.49,391.43,396.19,393.65,17.4,57.8,60,30.79,"212,594.80",60,99.9,405.17,431.94,18,7.5
2022-01-02 12:00,611.5,44.4,27.87,392.92,397.12,394.72,17.3,60.3,62.9,32.08,"212,609.91",59.9,99.9,466.59,493.37,19.79999924,7.9
2022-01-02 12:30,570.5,47.8,27.41,392.78,397.38,394.82,17,60.1,62.6,31.91,"212,625.91",60,99.9,427.22,456.75,20.79999924,8.3
2022-01-02 13:00,581,46,27.09,391.27,396.4,393.83,16.9,59.6,62.4,31.65,"212,642.00",60.1,99.9,420.92,449.27,18.90000153,8.3
2022-01-02 13:30,579.5,43.8,25.35,390.65,395.76,393.35,14.7,56.2,58.6,29.46,"212,657.30",59.9,99.9,408.32,437.46,15.09999847,7.1
2022-01-02 14:00,566,38.3,21.91,389.74,394.24,391.88,12.4,48.1,50.1,25.07,"212,671.50",60,99.9,365.79,389.81,14.40000153,7.4
2022-01-02 14:30,562,33.8,19.2,390.06,394.83,392.26,7.2,43.8,45,21.8,"212,683.00",60,99.9,330.36,352.01,14.5,8
2022-01-02 15:00,526.5,27.6,14.56,390.58,393.81,391.91,5.7,32.3,33.3,16.16,"212,692.41",59.9,99.9,273.26,290.98,12.5,7.9
2022-01-02 15:30,529,16.8,8.94,389.98,392.48,390.48,2.6,19.9,20.5,9.72,"212,699.00",59.9,99.9,202.39,215.38,11.10000038,8.6
2022-01-02 16:00,650,8.4,5.47,388.52,391.22,389.22,1.2,13,13.2,6.17,"212,703.00",60,99.9,140.18,149.63,8,7.9
2022-01-02 16:30,631,4.9,3.17,385.72,387.92,386.37,1.3,9.6,9.6,4.58,"212,705.30",59.9,99.9,74.81,78.36,5.600000381,6.8
2022-01-02 17:00,614,3.1,1.89,383.38,385.38,383.93,1.6,8.8,8.6,4.22,"212,707.50",59.9,99.9,11.81,14.57,3,5.8
2022-01-02 17:30,467.5,2.2,1.06,385.38,386.98,385.18,1.4,8.7,8.4,4.12,"212,709.00",60,0,0,0,2.5,5.1
2022-01-03 8:00,660.5,6.1,4.08,385.66,388.75,387.25,1.2,10.1,10,4.77,"212,709.00",59.9,99.9,30.71,35.04,-0.700000763,0
2022-01-03 8:30,644.5,5.6,3.62,383.73,386.12,384.22,1.3,9.7,9.7,4.6,"212,712.00",59.9,99.9,24.41,28.35,-0.899999619,0
2022-01-03 9:00,660,30.2,19.88,386.52,391.02,388.82,9,43.7,45,21.97,"212,716.41",59.9,99.9,217.35,239.79,2.799999237,0.5
2022-01-03 9:30,627,37.6,24,387.32,392.68,389.62,9.7,54.6,56.1,27.17,"212,728.70",60,99.9,296.49,322.88,6.700000763,1.5
2022-01-03 10:00,635,42.7,27.69,385.62,390.86,387.52,12,63.1,65.3,31.52,"212,743.41",60,99.9,392.57,424.46,9.799999237,2.4
2022-01-03 10:30,631.5,45,28.28,385.41,390.23,387.38,20,61.1,64.7,32.69,"212,758.70",59.9,99.9,413.04,454.78,10.29999924,3
2022-01-03 11:00,628.5,48.1,29.36,382.56,386.97,384.28,23.2,62.8,65.6,33.71,"212,775.09",59.9,99.9,415.01,480.38,15.70000076,4.3
2022-01-03 11:30,629.5,47.8,28.96,383.22,388.22,385.58,21.5,62.8,64.9,33.28,"212,792.09",59.9,99.9,479.19,515.42,18.79999924,5.1
2022-01-03 12:00,590.5,48.5,28.61,385.68,390.48,388.53,18.9,62.7,65.6,33.06,"212,808.70",60,99.9,492.58,525.26,22.20000076,6.8
2022-01-03 12:30,600.5,50.8,30.07,385.13,391.02,388.48,13,69.5,71.7,34.66,"212,825.50",60,99.9,486.28,522.51,21.79999924,6.7
2022-01-03 13:00,597,47.6,28.15,386.17,391.44,388.6,19.7,60.9,63.5,32.4,"212,842.70",59.8,99.9,449.66,481.95,19,6.9
2022-01-03 13:30,574,43.4,24.87,386.14,390.56,387.96,15.4,55.5,58.2,28.98,"212,857.91",59.9,99.9,402.81,431.55,16.59999847,6.7
2022-01-03 14:00,559,37.8,21.24,386.28,390.32,388.28,13.2,46.7,48.8,24.41,"212,871.09",59.9,99.9,356.34,380.76,13.79999924,6.1
2022-01-03 14:30,559.5,32,18.05,384.22,388.33,385.64,7.9,41.1,42.3,20.38,"212,882.30",60,99.9,312.24,332.72,15.40000153,6.5
2022-01-03 15:00,522,26.4,13.76,383.28,386.18,383.68,6.3,31.2,32.5,15.55,"212,891.20",60,99.9,256.33,272.87,12.70000076,7.7
2022-01-03 15:30,526,16.8,8.92,383.28,385.68,383.32,2.8,20.4,21,9.81,"212,898.00",60,99.9,196.48,209.08,10.10000038,7.3
2022-01-03 16:00,653,8.6,5.68,381.17,383.48,381.18,1.2,13.7,13.9,6.36,"212,901.50",59.9,99.9,130.73,139.78,5.200000763,5.1
2022-01-03 16:30,634,5.5,3.5,375.06,376.56,374.56,1.1,10.1,10.3,4.66,"212,904.20",60,99.9,70.48,74.42,3.399999619,4.1
2022-01-03 17:00,613,3.3,2.11,379.12,380.62,378.37,1.2,9.1,9,4.23,"212,906.41",60,99.9,15.36,18.11,1.299999237,2.9
2022-01-04 7:30,298.5,2.9,0.92,385.66,387.78,385.96,1.7,8.8,8.4,4.22,"212,908.00",60,0,0,0,-0.399999619,1.9
2022-01-04 8:00,659.5,8.6,5.72,386.64,389.24,387.34,0.9,12.8,13,5.98,"212,908.09",60,99.9,54.34,61.42,-0.399999619,1.4
2022-01-04 8:30,666.5,19.8,13.34,379.38,382.42,380.82,3.4,29.5,30,13.85,"212,913.00",60,99.9,138.21,152.77,4.5,2.6
2022-01-04 9:00,649,28.7,18.85,381.92,386.18,384.08,8.7,41.6,42.9,20.71,"212,921.70",60,99.9,211.44,233.1,9.200000763,2.5
2022-01-04 9:30,639,36.1,23.52,381.56,386.53,383.33,14.5,51.9,53.9,26.7,"212,933.59",60,99.9,294.92,319.73,12.70000076,4.1
2022-01-04 10:00,624.5,42.7,26.67,383.05,387.82,384.97,19.8,62.2,63.9,32.51,"212,948.09",59.9,99.9,375.24,407.53,16.40000153,5.2
2022-01-04 10:30,630,46.1,29.09,382.28,387.23,384.28,12.1,67.9,69.8,33.34,"212,964.09",59.9,99.9,433.52,472.89,17.20000076,5.8
2022-01-04 11:00,633,48.3,30.5,383.18,387.4,384.68,22.7,66.2,68.8,35.11,"212,981.30",60,99.9,429.98,505.97,19.20000076,7
2022-01-04 11:30,626,47.8,30.35,384.14,388.95,386.16,24.7,65,67.4,35.1,"212,999.09",60.1,99.9,493.76,529.99,19.09999847,6.4
2022-01-04 12:00,594,49,29.89,383.97,389.32,387.18,12.5,69.5,71.5,34.38,"213,016.09",60.1,99.9,511.48,549.28,23.29999924,7.9
2022-01-04 12:30,616,47.2,29.26,385.78,390.88,388.58,20.9,63.8,66.5,33.97,"213,032.91",60,99.9,465.41,502.03,21.20000076,7.9
2022-01-04 13:00,605,47.1,28.33,380.58,385.62,383.72,21.5,63.2,65.2,33.24,"213,049.41",59.9,99.9,450.45,484.31,20,7.3
2022-01-04 13:30,575.5,45.2,26.53,379.68,384.25,382.12,16.7,60.6,63.3,31.07,"213,065.30",59.9,99.9,424.86,453.6,18.5,7.3
2022-01-04 14:00,568,40.5,22.99,377.93,382.23,379.86,14.2,52.5,54.7,26.68,"213,079.70",59.9,99.9,385.09,410.29,15.79999924,6.4
2022-01-04 14:30,567,34.8,19.73,378.12,382.08,379.78,11.4,44.5,46.3,22.46,"213,092.00",59.9,99.9,337.05,359.1,13.40000153,5.9
2022-01-04 15:00,530,28,14.94,375.78,379.48,377.08,6.7,34.4,35.5,16.72,"213,102.00",59.9,99.9,276.81,294.52,9.600000381,5.4
2022-01-04 15:30,535,17.2,9.32,374.72,377.18,375.08,3.2,21.8,22.4,10.29,"213,109.00",60,99.9,211.84,225.62,8.100000381,5.9
2022-01-04 16:00,647,8.1,5.33,374.87,376.82,374.52,1.1,13.2,13.5,6.03,"213,112.50",60,99.9,143.32,152.77,5.700000763,6.2
2022-01-04 16:30,635,5.1,3.28,377.12,378.87,376.98,1,9.9,10,4.56,"213,115.09",60,99.9,80.32,84.26,3.299999237,4.6
2022-01-04 17:00,621.5,3.1,1.94,379.26,380.48,378.88,1.3,9,8.9,4.21,"213,117.30",59.9,99.9,14.96,17.72,0.799999237,3.2
2022-01-04 17:30,454,2.1,1.03,377.96,379.32,377.16,1.4,9,8.6,4.15,"213,119.00",59.9,0,0,0,-0.700000763,2.4
2022-01-05 7:30,228.5,3.1,0.74,382.42,384.02,382.82,1.8,8.8,8.4,4.2,"213,119.00",60,0,0,0,-2.700000763,-1.3
2022-01-05 8:00,667.5,6.2,4.19,390.22,392.82,391.22,0.9,10.1,10.1,4.77,"213,119.09",59.9,99.9,33.08,37.41,-2,-1.2
2022-01-05 8:30,675.5,14.8,10.08,384.78,387.96,385.95,1.6,21.8,22.1,10.16,"213,122.41",59.9,99.9,100.8,110.64,-0.100000381,-0.7
2022-01-05 9:00,655.5,26,17.08,383.68,387.48,385.02,7.1,37.4,38.4,18.47,"213,129.70",59.9,99.9,190.18,208.69,4.200000763,0.2
2022-01-05 9:30,643,33.1,21.35,381.52,386.52,383.22,12.4,46.6,48.4,23.84,"213,140.00",59.9,99.9,264.21,285.47,8.5,1.3
2022-01-05 10:00,622,35.3,22.08,382.18,386.78,383.68,13.7,49.4,51.7,25.51,"213,152.20",60,99.9,300.43,324.45,12.40000153,2.2
2022-01-05 10:30,632.5,30.1,19.04,378.92,383.18,380.58,9.4,42.9,44.3,21.28,"213,165.20",59.9,99.9,272.87,298.07,15.79999924,3.6
2022-01-05 11:00,632.5,34,21.28,378.48,382.78,380.13,9.1,49.3,50.6,23.99,"213,176.00",60,99.9,287.04,316.58,13.20000076,4.7
2022-01-05 11:30,626,45.1,28.44,381.33,386.12,383.42,22.4,62.8,65.9,33.52,"213,185.80",59.9,99.9,424.46,454.39,13.09999847,4.3
2022-01-05 12:00,631,24.7,15.65,381.16,385.18,382.66,6.7,35.3,36.5,17.39,"213,195.00",60,99.9,213.81,227.59,12.40000153,4.2
2022-01-05 12:30,587,44,26.01,382.88,387.98,385.04,17.5,57,59.8,29.93,"213,209.00",60.1,99.9,396.9,424.07,19.29999924,6.5
2022-01-05 13:00,600,39,23.48,382.18,386.72,383.82,15.1,52.1,54.6,27.06,"213,223.00",60,99.9,0,0,0,0
2022-01-05 13:30,617,36.5,22.83,379.24,383.45,380.62,15.5,50.7,53.6,26.4,"213,235.80",60,99.9,331.93,353.19,12.29999924,5.6
2022-01-05 14:00,621,14.9,9.29,376.52,379.42,376.42,2.9,21.4,22,10.1,"213,246.00",60,99.9,124.03,131.91,8.600000381,5.4
2022-01-05 14:30,636.5,19.6,12.51,376.48,379.46,376.66,4.4,28.6,29.3,13.59,"213,252.30",60,99.9,185.06,196.48,9.299999237,5.2
2022-01-05 15:00,636,12.7,8.16,375.36,377.86,375.34,1.8,18.9,19.3,8.7,"213,257.41",60,99.9,106.71,113.79,6.799999237,4.5
2022-01-05 15:30,620,4.4,2.77,374.78,376.52,374.08,1.1,9.5,9.5,4.35,"213,260.50",60,99.9,24.41,28.35,4.799999237,3.9
2022-01-05 16:00,624,5.1,3.27,377.32,379.62,377.17,1.1,10,10,4.61,"213,263.00",60,99.9,32.29,36.22,4,3.6
2022-01-05 16:30,627,4.8,3.05,377.58,379.12,377.12,1,9.7,9.7,4.45,"213,265.00",59.9,99.9,28.35,33.08,3,2.9
2022-01-05 17:00,601,2.6,1.61,377.77,379.82,377.54,1.5,9,8.7,4.2,"213,267.00",59.9,99.9,0,12.21,2.299999237,2.6
2022-01-06 7:30,256.5,3.1,0.79,385.92,388.08,386.62,1.5,8.8,8.4,4.18,"213,268.00",59.9,0,0,0,0,2.1
2022-01-06 8:00,667,7.1,4.85,386.48,390.17,388.02,1,11.2,11.3,5.28,"213,268.00",59.9,99.9,43.71,48.04,1.299999237,2.4
2022-01-06 8:30,663.5,17.8,11.87,385.55,389.18,386.55,2.9,25.7,26.2,12.27,"213,272.00",59.9,99.9,123.64,133.09,4.200000763,2.6
2022-01-06 9:00,648.5,28.1,18.15,378.28,382.12,379.58,6.8,40.9,41.9,19.69,"213,280.00",60,99.9,203.96,218.93,7.700000763,2.9
2022-01-06 9:30,626.5,35.8,22.73,381.57,386.27,383.37,13.9,50.9,52.8,26.1,"213,291.30",59.9,99.9,288.23,302.79,12.70000076,4.1
2022-01-06 10:00,610,43.5,26.28,381.92,386.65,383.48,19,57.6,59.4,30.2,"213,305.41",59.9,99.9,374.46,394.54,18.70000076,5.6
2022-01-06 10:30,608,47.5,28.51,383.02,387.88,385.12,20.7,62,64.8,32.87,"213,321.30",59.9,99.9,433.52,457.54,21.20000076,6.3
2022-01-06 11:00,603,49.6,30.75,385.88,390.72,388.42,22.3,66.8,69.7,35.67,"213,338.09",59.9,99.9,431.16,491.79,23.29999924,8
2022-01-06 11:30,585.5,53.8,31.89,383.27,389.06,386.02,14.1,75.6,78,37.48,"213,356.50",60.1,99.9,498.88,520.93,22.5,9.5
2022-01-06 12:00,377,64,24.08,384.82,389.78,387.38,14.1,55.6,57.9,28.59,"213,374.70",59.9,99.9,507.54,531.56,23.59999847,9.1
2022-01-06 12:30,459,59.3,27.23,385.26,390.3,387.94,18.1,61.6,64.2,32.29,"213,391.41",60.1,99.9,463.84,489.43,20.29999924,8.4
2022-01-06 13:00,443.5,56.7,25.19,381.16,386.38,383.78,16.4,57.8,60.2,29.84,"213,408.30",59.8,99.9,450.45,477.23,17.90000153,8.4
2022-01-06 13:30,586,45.5,26.89,383.18,387.59,385.48,18.3,59.9,62.2,31.3,"213,424.41",59.9,99.9,425.64,450.45,16.5,7.8
2022-01-06 14:00,564,41.1,23.38,379.64,383.87,381.54,15,53.1,55.2,27.21,"213,439.00",59.9,99.9,387.84,411.86,14.70000076,7.3
2022-01-06 14:30,571.5,34.8,20,380.08,383.92,381.37,12,45,46.9,22.93,"213,451.59",59.9,99.9,338.23,359.89,12.70000076,6.6
2022-01-06 15:00,548,27.8,15.24,379.32,382.98,380.72,7.3,34.4,35.7,17.05,"213,461.59",60,99.9,277.59,294.52,10.39999962,6.4
2022-01-06 15:30,468,20.5,9.64,379.48,382.15,379.84,3.4,22.5,23.1,10.77,"213,469.00",59.9,99.9,214.59,227.98,7.899999619,6.4
2022-01-06 16:00,572.5,8.8,5.14,380.64,382.3,380.32,1.3,12.9,13.2,6.03,"213,472.50",59.9,99.9,146.48,155.53,5.799999237,6.1
2022-01-06 16:30,639,5,3.3,374.88,376.08,374.68,1.1,9.9,10.1,4.57,"213,475.20",59.9,99.9,82.29,86.23,3.899999619,4.7
2022-01-06 17:00,617,3.3,2.06,376.08,376.92,375.38,1.2,9,8.9,4.15,"213,477.30",59.9,99.9,29.14,31.5,2,3.8
2022-01-07 7:30,487.5,3,1.48,384.72,386.72,385.12,1.8,8.7,8.3,4.19,"213,479.00",60,0,0,0,-1.100000381,0.2
2022-01-07 8:00,675.5,7.5,5.11,389.88,392.68,390.28,1,11.4,11.5,5.4,"213,479.00",60,99.9,45.28,51.19,-0.299999237,0.5
2022-01-07 8:30,663,18.8,12.5,384.32,387.62,385.12,3.1,27.2,27.7,12.93,"213,483.50",59.9,99.9,126.79,140.57,2.5,1.1
2022-01-07 9:00,653.5,28.5,18.59,384.88,388.97,386.26,8.2,40.6,42.1,20.33,"213,492.00",60,99.9,204.36,225.62,5.600000381,1.2
2022-01-07 9:30,639.5,35.8,22.92,384.38,388.48,385.78,12.7,50.9,52.9,26.02,"213,503.50",60,99.9,285.86,306.34,8.600000381,2.3
2022-01-07 10:00,614,43.3,26.41,384.78,389.22,386.32,14.5,58.2,60.9,29.88,"213,524.00",59.9,99.9,369.34,402.41,11.60000038,3.2
2022-01-07 10:30,618,46.7,28.67,381.36,385.12,382.68,22.9,61.5,64,32.86,"213,533.50",59.9,99.9,439.42,465.41,17,4.4
2022-01-07 11:00,617.5,48.6,29.73,383.02,387.88,385.02,13.5,68.2,70,33.82,"213,550.30",60,99.9,427.22,507.15,18,5.5
2022-01-07 11:30,332.5,63.6,21.15,385.48,389.28,387.08,12,48.8,50.5,24.92,"213,567.91",60,99.9,489.04,520.93,25.29999924,7.3
2022-01-07 12:00,593,49.3,28.87,387.22,391.77,389.83,21.5,62.2,64.6,33.41,"213,584.59",60,99.9,484.31,516.21,27,10.1
2022-01-07 12:30,602.5,48.1,28.81,384.92,390.32,387.72,21.2,62.4,65.2,33.37,"213,601.30",59.9,99.9,453.6,488.64,18,10.3
2022-01-07 13:00,589,48.5,28.09,384.72,389.85,387.07,18.9,62.2,65,32.72,"213,617.80",59.9,99.9,446.12,478.8,18.59999847,10
2022-01-07 13:30,566.5,46.1,26.08,383.72,387.93,385.78,16.8,58.4,61,30.39,"213,633.70",59.9,99.9,422.49,451.63,18.29999924,10.1
2022-01-07 14:00,553,41.5,22.79,383.27,387.18,384.54,14.9,51.3,53.8,26.71,"213,647.80",60,99.9,387.06,413.04,17.29999924,9.9
2022-01-07 14:30,555,35.2,19.52,382.12,386.38,383.68,10.9,43.9,45.6,22.3,"213,660.09",60,99.9,338.23,361.07,16.40000153,9.4
2022-01-07 15:00,524,28.2,15.01,381.28,384.32,382.02,7.1,34,35,16.83,"213,670.00",60,99.9,279.17,297.67,14,9.6
2022-01-07 15:30,464,21,9.72,380.82,383.52,381.22,3.3,22.4,23.1,10.77,"213,677.00",59.9,99.9,216.56,230.74,11.79999924,9.6
2022-01-07 16:00,559.5,8.8,5.02,381.82,383.82,382.32,1.3,12.8,13.2,6.04,"213,681.00",60,99.9,145.69,155.53,9.399999619,10.3
2022-01-07 16:30,640,4.9,3.22,379.55,381.12,379.65,1.3,10,10.1,4.7,"213,683.50",60,99.9,85.05,89.38,6.399999619,8.3
2022-01-07 17:00,621,3.1,1.94,379.72,381.14,379.74,1.4,9.1,9,4.28,"213,686.00",60,99.9,33.47,35.04,3.600000381,6.6
2022-01-08 8:00,671.5,9.1,6.23,388.78,391.12,389.28,0.9,13.7,13.8,6.4,"213,688.00",60,99.9,61.82,68.91,3.299999237,3.8
2022-01-08 8:30,652,12.4,8.3,388.75,390.47,388.57,1.4,17.7,18,8.34,"213,692.00",59.9,99.9,80.72,90.56,4.100000381,4.1
2022-01-08 9:00,641,17.1,11.06,387.46,389.88,388.67,2.9,24.2,24.6,11.62,"213,697.00",60,99.9,113.01,126,5.100000381,4.7
2022-01-08 9:30,664.5,29.1,19.21,387.08,390.77,388.48,7,42.3,43.4,20.84,"213,703.20",60,99.9,233.1,249.24,8.600000381,5.2
2022-01-08 10:00,625.5,30,19.26,388.52,391.88,390.62,9.1,41.4,42.8,21.06,"213,715.41",60,99.9,259.09,285.86,13.29999924,6.1
2022-01-08 10:30,603.5,27.8,17.01,386.35,389.8,388.34,8.1,37.3,38.6,18.85,"213,726.41",60,99.9,232.71,254.76,10.20000076,6
2022-01-08 11:00,641.5,48.6,30.96,387.62,392.15,390.15,21.1,66.1,68.9,35.21,"213,740.50",60,99.9,479.19,554.01,19.5,7.6
2022-01-08 11:30,621,46.6,28.95,387.85,392.65,390.38,19.3,63.3,66.2,33.59,"213,757.20",60,99.9,468.17,509.12,21,9
2022-01-08 12:00,578,37.6,21.76,389.76,394.26,391.98,11.9,48.1,50,24.94,"213,773.30",60,99.9,337.44,361.86,26.09999847,11
2022-01-08 12:30,607,48.9,29.19,389.68,395.08,392.38,19.1,63.5,66.1,33.76,"213,786.70",59.9,99.9,478.8,515.81,21,11.4
2022-01-08 13:00,568.5,23.4,13.12,383.66,387.45,385.65,4.8,30,30.7,14.61,"213,800.41",59.9,99.9,205.54,221.68,17.5,9.7
2022-01-08 13:30,626,16.8,10.56,382.28,384.88,383.22,3.6,23.9,24.6,11.55,"213,806.59",60,99.9,142.93,152.38,11.20000076,8
2022-01-08 14:00,633,14,8.98,381.54,384,382.32,2.7,20.3,20.8,9.69,"213,812.00",60,99.9,116.16,124.82,9.399999619,7.7
2022-01-08 14:30,633,10.2,6.47,384.52,387.32,385.38,1.2,15.1,15.4,7.07,"213,816.20",59.9,99.9,77.96,85.05,8.600000381,7.5
2022-01-08 15:00,551,28.2,15.48,385.86,389.12,387.27,6.8,34.5,35.5,17.2,"213,821.20",60,99.9,284.68,302.4,11.70000076,7.9
