일시,전압,전류,출력,전압(RS),전압(ST),전압(TR),전류(R),전류(S),전류(T),출력,누적발전량,주파수,역률,경사,수평,모듈(℃),외기(℃)
2022-01-08 15:30,572,17,9.74,386.55,389.22,387.45,2.7,21.9,22.5,10.56,"213,828.20",60,99.9,203.96,217.74,10.5,7.9
2022-01-08 16:00,650,8.8,5.82,387.05,389.68,387.72,1.1,13.6,13.9,6.42,"213,832.30",59.9,99.9,124.43,133.09,7.5,6.9
2022-01-08 16:30,642,5.7,3.75,381.58,383.48,381.59,1,10.3,10.4,4.79,"213,835.09",60,99.9,61.82,66.15,5.600000381,6.2
2022-01-08 17:00,606,3.4,2.09,382.02,383.62,381.92,1.5,8.9,8.7,4.22,"213,837.30",60,99.9,14.18,16.93,3.899999619,5.3
2022-01-09 8:00,626,5,3.22,390.92,393.02,391.02,1,9.4,9.3,4.46,"213,839.41",60,99.9,24.41,27.96,2.5,4
2022-01-09 8:30,650,7.8,5.12,387.35,389.29,387.92,1,11.9,12.1,5.61,"213,842.00",60,99.9,51.58,56.7,3.600000381,4.2
2022-01-09 9:00,648.5,10.4,6.81,387.22,389.53,388.02,1.1,15.1,15.3,7.07,"213,845.09",60,99.9,73.63,80.32,4.600000381,4.5
2022-01-09 9:30,649.5,17.8,11.63,386.68,390.22,388.32,3.3,25.3,25.9,12.24,"213,849.59",59.9,99.9,140.96,150.81,6.799999237,4.8
2022-01-09 10:00,640.5,28.6,18.5,385.24,389.66,387.32,9.9,40.5,42.1,20.73,"213,857.09",60,99.9,248.06,266.57,11.89999962,6.1
2022-01-09 10:30,608,37.8,23.12,387.74,392.76,390.64,9.1,53,54.4,26.32,"213,869.59",60.1,99.9,332.33,356.74,18.70000076,7.3
2022-01-09 11:00,615,38.1,23.47,387.98,392.18,390.38,13.6,51.9,54.3,27.04,"213,883.91",59.9,99.9,329.57,357.92,20.29999924,9.4
2022-01-09 11:30,611,39.8,24.17,387.08,392.37,390.17,9.2,56.5,57.9,27.9,"213,898.09",60.1,99.9,360.67,382.73,19.79999924,9.6
2022-01-09 12:00,606,32.2,19.49,391.58,396.07,393.68,9.8,42.8,44.7,22.16,"213,911.80",59.9,99.9,284.68,302.4,19.29999924,9.8
2022-01-09 12:30,610.5,32.2,19.89,391.22,395.93,393.82,11.5,42.8,44.7,22.54,"213,923.00",60,99.9,290.59,311.06,14.5,8.3
2022-01-09 13:00,611.5,31,19.07,387.28,391.85,389.88,10.1,41.9,43.4,21.51,"213,934.50",60,99.9,278.77,297.67,14.70000076,8.1
2022-01-09 13:30,609,31,18.96,386.38,390.66,388.92,8,43,44.3,21.43,"213,945.41",60,99.9,287.04,305.55,13.79999924,7.8
2022-01-09 14:00,613,30.4,18.75,386.44,390.62,388.98,10.2,41.2,42.8,21.18,"213,956.00",60,99.9,296.89,315.39,14.79999924,8.5
2022-01-09 14:30,639,17.5,11.24,385.13,389.02,387.12,3.3,25,25.6,12.07,"213,965.00",59.9,99.9,159.47,170.1,10.10000038,7.5
2022-01-09 15:00,632,17,10.76,385.95,388.82,387.3,3.2,24.1,24.7,11.65,"213,970.59",59.9,99.9,165.38,175.61,9.600000381,7.5
2022-01-09 15:30,643,15,9.73,385.38,388.48,386.68,2.4,21.9,22.4,10.45,"213,976.50",59.9,99.9,146.48,155.53,10.5,7.9
2022-01-09 16:00,627.5,7.8,4.94,389.48,391.77,389.78,1,12.3,12.6,5.84,"213,980.20",60,99.9,59.06,64.18,7.100000381,6.7
2022-01-09 16:30,622,4.8,3.02,385.58,387.46,385.98,1.1,9.5,9.6,4.51,"213,983.00",59.9,99.9,28.74,32.68,5.799999237,6.3
2022-01-09 17:00,603,3,1.91,384.73,386.73,384.93,1.4,9,8.7,4.25,"213,985.00",60,99.9,11.81,14.57,4.299999237,5.7
2022-01-10 7:30,436.5,2.9,1.31,383.8,384.85,383.95,1.6,8.8,8.4,4.17,"213,986.09",60,0,0,0,1.100000381,2.5
2022-01-10 8:00,623.5,4.5,2.9,388.42,390.02,388.42,1.4,9.1,9,4.38,"213,986.09",59.9,99.9,19.29,22.44,1.600000381,2.8
2022-01-10 8:30,652.5,10.5,6.86,385.22,387.02,385.06,1.1,15.2,15.4,7.06,"213,988.50",59.9,99.9,70.88,77.57,3.100000381,3
2022-01-10 9:00,648,15,9.74,382.34,384.84,382.42,2.2,21.6,22,10.14,"213,993.00",60,99.9,109.46,119.7,4.100000381,2.8
2022-01-10 9:30,640.5,30.4,19.4,381.72,385.78,382.88,8.5,43.2,44.4,21.31,"214,001.00",60,99.9,244.13,257.51,9,3.6
2022-01-10 10:00,632.5,35.6,22.38,381.08,385.32,382.97,13.8,49.8,51.9,25.59,"214,012.80",60,99.9,306.34,326.81,11.29999924,4.3
2022-01-10 10:30,600.5,40.7,24.29,382.26,386.66,383.76,14.8,55,56.9,28.15,"214,026.00",59.9,99.9,339.41,360.67,14.79999924,4.9
2022-01-10 11:00,612,45.4,27.33,382.28,386.46,383.93,18.6,60.5,62.7,31.5,"214,041.50",59.9,99.9,388.63,432.34,23,8.2
2022-01-10 11:30,618.5,46.5,28.69,384.75,389.22,386.45,22,62.6,64.5,33.34,"214,057.59",60,99.9,461.08,479.98,24.29999924,10.9
2022-01-10 12:00,609.5,46.4,28.01,387.31,391.82,389.42,11.4,60.1,62.3,30.15,"214,072.09",60,99.9,445.33,467.77,17.90000153,9.4
2022-01-10 12:30,606.5,45.7,28.01,381.54,386.84,384.82,18.7,60.2,62.5,31.45,"214,088.41",59.9,99.9,439.42,461.48,21.29999924,9.9
2022-01-10 13:00,576,45.4,26.21,381.73,386.75,385.18,16.8,59.1,61.5,30.57,"214,103.91",60,99.9,413.04,432.73,20.20000076,9.9
2022-01-10 13:30,576.5,38.2,22.09,379.54,384.16,381.94,13.4,49.8,51.9,25.43,"214,118.59",60,99.9,353.98,371.7,17.79999924,10.4
2022-01-10 14:00,588,34.8,20.49,378.76,382.78,380.36,9,47.8,49.4,23.38,"214,130.30",60,99.9,340.59,358.31,16.40000153,9.9
2022-01-10 14:30,623,19.7,12.33,381.18,384.28,382.18,5.3,27.8,28.8,13.69,"214,139.00",60,99.9,185.46,195.3,12.29999924,9.3
2022-01-10 15:00,620.5,19.3,12.04,381.79,385.17,382.9,4.3,27.4,28.2,13.27,"214,145.00",59.9,99.9,184.27,193.73,12.09999847,9.1
2022-01-10 15:30,632.5,14,8.92,381.68,384.18,382.32,3,20.3,20.9,9.78,"214,150.00",59.9,99.9,126.39,133.48,9.700000763,8.4
2022-01-10 16:00,639,7.6,4.92,383.62,385.12,383.72,1,12.3,12.6,5.75,"214,153.50",60,99.9,62.61,67.33,8.200000763,8.2
2022-01-10 16:30,613,4.9,3.09,376.97,378.27,377.17,1,9.6,9.7,4.43,"214,156.20",59.9,99.9,29.92,33.47,6.799999237,7.2
2022-01-10 17:00,594,2.9,1.81,377.03,377.92,376.82,1.5,9,8.7,4.18,"214,158.41",60,99.9,11.02,14.18,5.700000763,6.6
2022-01-11 7:30,293.5,2.9,0.89,386.46,388.06,386.37,1.4,8.8,8.4,4.16,"214,160.00",59.9,0,0,0,-2.100000381,0.7
2022-01-11 8:00,655.5,6.5,4.32,388.52,390.72,388.92,1.1,10.4,10.4,4.93,"214,160.00",59.9,99.9,35.04,40.16,-1.600000381,0.2
2022-01-11 8:30,669.5,18.8,12.59,387.32,390.32,387.92,3.1,27.3,27.8,13.07,"214,164.09",60,99.9,129.54,142.14,1.200000763,-0.1
2022-01-11 9:00,662.5,27.8,18.46,384.22,387.54,385.12,7.9,40.7,41.7,20.13,"214,172.20",59.9,99.9,203.96,224.04,2.700000763,-0.2
2022-01-11 9:30,652.5,34,22.49,383.78,388.32,385.16,11.9,49.8,51.5,25.25,"214,183.70",60,99.9,276.81,290.98,6.100000381,0.3
2022-01-11 10:00,643.5,40.9,26.02,384.22,388.75,385.72,15.4,58,60.6,29.93,"214,197.80",60,99.9,357.13,383.91,8.899999619,0.5
2022-01-11 10:30,621.5,47.3,29.66,382.88,387.05,384.34,20.5,66,69.1,34.61,"214,214.00",60.1,99.9,428.4,460.69,13,1.7
2022-01-11 11:00,630,51.5,31.75,379.68,383.52,381.06,23.8,69.9,72.6,36.67,"214,231.91",60,99.9,436.67,514.24,11.39999962,1.1
2022-01-11 11:30,631,51,32.35,381.22,385.19,382.02,25.5,69.2,71.9,36.86,"214,250.50",60,99.9,499.67,544.95,16.40000153,2
2022-01-11 12:00,638.5,47.7,30.97,385.82,390.72,387.93,23.9,65.9,68.4,35.51,"214,268.70",60,99.9,488.64,526.84,13.59999847,1.4
2022-01-11 12:30,636,50,30.44,386.03,391.07,387.64,23.4,65.6,68.2,35.29,"214,285.91",60,99.9,480.38,516.6,14,2.4
2022-01-11 13:00,637.5,47,30.08,382.95,388.62,386.65,23,64.7,67.1,34.58,"214,303.41",60,99.9,467.77,501.24,13.90000153,3.4
2022-01-11 13:30,627,44.3,27.9,381.76,387.37,384.74,11.2,64.6,66.2,31.62,"214,320.00",59.9,99.9,443.76,474.47,11.60000038,2.9
2022-01-11 14:00,598,42.4,25.2,379.38,384.03,381.59,18.3,56.6,58.4,29.42,"214,335.50",59.9,99.9,407.53,434.31,9.799999237,2.3
2022-01-11 14:30,583.5,37.1,21.55,380.02,383.92,381.72,12.2,48.2,50.1,24.4,"214,349.30",60,99.9,357.92,381.15,9.399999619,2.3
2022-01-11 15:00,581,29,16.94,381.58,384.43,382.22,9.4,37.5,39,19,"214,360.00",60,99.9,300.43,318.94,7,1.5
2022-01-11 15:30,590,19.2,11.38,382.38,384.48,382.58,3.7,25.6,26.3,12.31,"214,368.00",59.9,99.9,235.46,249.64,5.299999237,2.6
2022-01-11 16:00,653,9.4,6.24,380.26,381.66,379.63,1,14.7,15,6.75,"214,372.41",59.9,99.9,167.74,177.98,2.200000763,0.8
2022-01-11 16:30,659,5.5,3.66,377.72,379.22,377.12,1.1,10.1,10.3,4.69,"214,375.20",60,99.9,107.49,112.22,0.399999619,0.9
2022-01-11 17:00,622,3.5,2.26,376.68,378.06,376.46,1.2,9.1,8.9,4.18,"214,377.41",60,99.9,45.28,48.04,-2,-0.2
2022-01-12 8:00,688,9.3,6.52,386.88,388.88,387.08,1,13.8,14,6.45,"214,380.00",60,99.9,61.03,67.72,-6.899999619,-6.8
2022-01-12 8:30,678,20.8,14.16,383.02,385.72,384.02,3.5,30.9,31.4,14.62,"214,385.09",60,99.9,142.14,157.11,-4.100000381,-6.2
2022-01-12 9:00,667,30.3,20.18,379.62,383.36,381.57,9,44.6,45.8,21.93,"214,394.30",60,99.9,219.32,241.37,-0.600000381,-5.4
2022-01-12 9:30,651.5,38,24.72,380.58,385.08,381.98,10.7,55.6,57,27.28,"214,406.70",60,99.9,303.98,317.36,1.5,-4.6
2022-01-12 10:00,636,44.2,28.08,381.43,385.98,383.08,19.1,61.9,64.6,32.29,"214,421.80",59.9,99.9,389.81,420.92,4.5,-3.3
2022-01-12 10:30,631.5,48.6,30.29,383.23,388.16,384.68,12.8,70.5,72.1,34.64,"214,438.59",59.9,99.9,441,478.01,7.899999619,-2.1
2022-01-12 11:00,633.5,49.5,31.26,383.23,387.75,384.98,23.8,67.5,70.4,36.02,"214,456.30",60,99.9,445.33,524.87,13.5,-0.1
2022-01-12 11:30,633,50.5,31.62,383.78,388.38,385.72,25.9,67.5,70.4,36.55,"214,474.41",60,99.9,505.58,551.64,16.09999847,0.7
2022-01-12 12:00,630.5,46.2,29.38,383.74,387.64,385.71,27.1,62.3,66.5,34.75,"214,491.50",60,99.9,486.67,527.23,18.09999847,1.4
2022-01-12 12:30,571,54.3,31.13,381.52,386.52,383.92,24.5,67,70.6,36,"214,508.41",59.9,99.9,487.07,526.05,19.29999924,3.6
2022-01-12 13:00,457.5,58.2,26.8,380.42,385.22,383.28,17.4,61.4,63.6,31.55,"214,525.20",60,99.9,472.11,507.54,19.09999847,3.4
2022-01-12 13:30,569,48.9,27.61,380.69,385.34,383.87,12,64.4,66.6,31.72,"214,541.50",59.9,99.9,447.3,479.19,20.59999847,5.3
2022-01-12 14:00,557,42.4,24.18,377.46,381.73,379.43,11.2,56.9,58.9,27.88,"214,556.50",60,99.9,407.53,434.7,16.70000076,3.2
2022-01-12 14:30,553,38.2,21.17,378.06,381.78,379.88,13.3,48,50.1,24.47,"214,569.70",60,99.9,363.43,387.06,13.29999924,3.7
2022-01-12 15:00,567,30,17.17,380.36,383.97,381.88,7.4,38.9,40,19.07,"214,580.50",60,99.9,306.73,326.42,11,4.1
2022-01-12 15:30,584,19.6,11.5,382.92,385.92,383.72,4.5,25.8,26.6,12.63,"214,588.41",60,99.9,241.76,257.51,7.5,4.2
2022-01-12 16:00,653.5,9.8,6.5,383.62,386.12,384.48,1.2,15.2,15.5,7.09,"214,593.09",59.9,99.9,176.01,187.03,4.100000381,2.8
2022-01-12 16:30,658,5.3,3.56,373.56,376.06,374.19,1.2,10.1,10.4,4.7,"214,596.00",59.9,99.9,105.53,110.64,1,1.7
2022-01-12 17:00,637,3.6,2.33,377.62,379.13,377.52,1.4,9.2,9.1,4.3,"214,598.09",60,99.9,50.4,53.55,-1.5,0.2
2022-01-12 17:30,301,2.6,0.79,377.08,378.62,376.58,1.5,9,8.6,4.16,"214,600.09",59.9,0,0,0,-2.600000381,-0.8
2022-01-13 7:30,334,3.1,1.08,383.52,385.52,383.92,1.5,8.9,8.4,4.17,"214,600.09",60,0,0,0,-5.800000191,-3.5
2022-01-13 8:00,669.5,6.5,4.44,388.52,390.72,388.62,1.1,10.4,10.4,4.93,"214,600.41",59.9,99.9,33.86,38.59,-4.800000191,-3.6
2022-01-13 8:30,671.5,19.2,12.95,386.52,389.98,387.58,3.2,27.7,28.3,13.28,"214,605.00",59.9,99.9,129.15,142.54,-0.899999619,-2.8
2022-01-13 9:00,666,28.5,19.14,385.41,388.98,386.68,8.1,41.7,42.9,20.74,"214,613.30",59.9,99.9,207.9,229.16,2.100000381,-2.1
2022-01-13 9:30,661.5,37.2,24.55,382.52,387.08,384.28,14.1,53.8,55.9,27.54,"214,625.30",60,99.9,302.01,315.79,4.600000381,-2.2
2022-01-13 10:00,643,42.6,27.9,382.32,387.08,383.74,16.6,62.8,65.6,32.23,"214,640.41",59.9,99.9,382.33,414.62,5.399999619,-2.7
2022-01-13 10:30,616.5,49,30.02,382.98,387.52,384.82,23.3,64.8,67.4,34.62,"214,657.00",60.1,99.9,436.67,474.86,13.59999847,-0.3
2022-01-13 11:00,635.5,52.5,32.81,382.42,387.04,384.23,25,71,74.4,37.89,"214,675.30",59.9,99.9,456.36,523.69,9.299999237,-0.7
2022-01-13 11:30,634,54.9,33.95,382.86,387.28,384.57,29.3,71.2,75.8,39.23,"214,694.50",59.9,99.9,504.79,545.34,8.799999237,-1.1
2022-01-13 12:00,633.5,51.7,32.45,383.27,388.06,385.38,24.2,70.3,73.3,37.41,"214,713.50",59.9,99.9,482.74,521.72,9.5,-1
2022-01-13 12:30,597,53.9,32.31,378.37,383.37,380.73,13.9,75.7,77.9,36.91,"214,731.91",60.1,99.9,486.28,522.51,6.799999237,-1.7
2022-01-13 13:00,627.5,48.7,31.19,379.85,384.65,382.45,24.2,67.7,70.2,35.84,"214,750.00",59.9,99.9,478.01,511.09,9.5,-0.7
2022-01-13 13:30,626,47,28.71,377.32,381.62,379.08,24.5,64.3,66.7,34.1,"214,767.30",60,99.9,448.48,479.59,8.299999237,-0.3
2022-01-13 14:00,590,43.5,25.43,380.32,384.52,381.82,16.9,56.9,59.4,29.44,"214,782.91",60,99.9,407.92,434.7,7.399999619,-0.2
2022-01-13 14:30,580.5,37.2,21.91,381.82,386.06,383.22,9.6,50.7,52.3,24.99,"214,796.70",60,99.9,358.71,381.94,6.799999237,0.4
2022-01-13 15:00,578.5,30.1,17.42,381.02,384.62,381.77,7.5,39.4,40.8,19.39,"214,808.00",60,99.9,300.04,318.94,4.899999619,-0.2
2022-01-13 15:30,606,18.8,11.5,380.18,383.37,380.38,4.7,25.8,26.6,12.58,"214,816.00",59.9,99.9,233.89,248.06,2.600000381,-0.3
2022-01-13 16:00,657,9.8,6.53,378.52,380.58,378.42,1.2,15.3,15.6,7.03,"214,820.41",60,99.9,168.52,178.76,0.5,-0.8
2022-01-13 16:30,658,5.8,3.86,377.67,378.87,377.27,1.1,10.3,10.5,4.78,"214,823.30",59.9,99.9,105.13,110.25,-1,-0.7
2022-01-13 17:00,638.5,3.7,2.42,375.28,376.62,375.08,1.4,9,8.9,4.19,"214,825.50",59.9,99.9,38.59,41.74,-3.100000381,-2
2022-01-13 17:30,445,2.6,1.19,376.58,377.52,375.66,1.4,8.9,8.5,4.09,"214,827.50",59.9,99.9,0,0,-4.100000381,-2.6
2022-01-14 7:30,404.5,3.1,1.31,388.06,390.18,388.45,1.3,8.8,8.5,4.18,"214,828.00",60,0,0,0,-7.800000191,-6.1
2022-01-14 8:00,680.5,9.7,6.72,385.08,388.08,385.68,0.9,14.2,14.4,6.59,"214,828.00",59.9,99.9,63.39,70.48,-6.100000381,-5.8
2022-01-14 8:30,675.5,21.1,14.33,384.98,389.18,386.68,3.8,31,31.6,14.86,"214,833.41",60,99.9,144.9,159.47,-3,-4.9
2022-01-14 9:00,661.5,30.8,20.38,382.64,386.64,384.42,8.8,44.7,45.9,22.11,"214,842.70",60,99.9,221.29,244.52,0.299999237,-4
2022-01-14 9:30,651,38.3,24.73,380.22,384.84,382.48,14.5,54.6,56.7,27.83,"214,855.30",59.9,99.9,308.31,323.27,3.899999619,-3
2022-01-14 10:00,631.5,44.6,27.85,380.38,384.92,382.42,18.8,61.4,63.9,31.88,"214,870.30",60,99.9,391.78,425.64,9.100000381,-1.4
2022-01-14 10:30,612,47.6,30.08,381.2,385.98,383.16,12.4,69.8,71.5,34.1,"214,887.00",60,99.9,443.76,483.52,10.70000076,-0.2
2022-01-14 11:00,627.5,50.2,31.1,382.18,386.98,384.02,25.4,66.3,69.3,35.78,"214,904.59",60,99.9,472.89,531.17,15.70000076,1.2
2022-01-14 11:30,626.5,50.2,31.37,382.27,387.02,384.05,25.1,67.1,69.2,35.88,"214,922.41",60,99.9,512.27,549.67,22.70000076,3.7
2022-01-14 12:00,636,44.9,29.15,384.88,389.86,387.48,21.9,61.4,64.1,33.03,"214,939.41",60.1,99.9,488.64,529.99,23.40000153,4.3
2022-01-14 12:30,562,56.6,31.57,382.36,387.94,385.54,23,69.3,72,36.62,"214,956.70",60,99.9,494.16,533.53,23.59999847,6.3
2022-01-14 13:00,616,46.9,29.75,381.98,387.78,385.18,21,65.1,67.3,34.17,"214,974.09",60,99.9,479.59,515.81,13.20000076,5.4
2022-01-14 13:30,602,45.3,28.09,381.58,386.78,384.22,20.8,65.5,66.9,34.05,"214,990.50",60,99.9,454.78,488.64,15.79999924,5.6
2022-01-14 14:00,566,43.7,25.15,380.65,385.71,382.78,11.4,58.4,60.3,28.84,"215,006.00",60,99.9,419.34,447.69,11.39999962,4.9
2022-01-14 14:30,555.5,39,21.66,380.56,385.08,382.48,14.6,47.8,49.9,24.85,"215,019.59",60,99.9,370.91,394.93,12.40000153,5.3
2022-01-14 15:00,559,31.4,17.54,380.28,384.38,381.58,8.6,39.9,41.3,19.84,"215,030.70",59.9,99.9,313.42,332.72,11.29999924,5.8
2022-01-14 15:30,595,19.3,11.56,380.02,383.28,380.62,3.8,26.4,27,12.61,"215,039.00",59.9,99.9,246.09,262.24,8.600000381,6.8
2022-01-14 16:00,647,9.6,6.28,378.18,380.68,378.18,1.5,14.8,15.2,6.9,"215,043.50",60,99.9,175.22,186.24,5.700000763,5.4
2022-01-14 16:30,643,5.5,3.58,377.48,379.08,377.08,1.3,10.2,10.3,4.76,"215,046.30",59.9,99.9,108.68,114.19,2.799999237,4.3
2022-01-14 17:00,631,3.5,2.23,378.68,380.88,378.88,1.5,9.1,8.9,4.27,"215,049.00",60,99.9,51.19,54.73,0.399999619,2.6
2022-01-14 17:30,473,2.3,1.15,378.92,381.12,379.12,1.4,8.9,8.4,4.1,"215,050.41",59.9,0,0,0,-1.299999237,1.5
2022-01-15 7:30,218.5,3,0.66,386.96,389.66,387.23,1.3,8.8,8.5,4.17,"215,050.41",59.9,0,0,0,-0.899999619,1
2022-01-15 8:00,629.5,4.5,2.92,387.67,389.78,387.74,1.2,9.1,8.9,4.31,"215,050.41",59.9,99.9,17.72,20.48,-0.700000763,1.3
2022-01-15 8:30,652,9.7,6.45,387.85,390.38,387.78,0.9,14.2,14.4,6.62,"215,054.00",59.9,99.9,64.57,70.48,3.899999619,2.1
2022-01-15 9:00,652.5,20.8,13.57,389.82,393.22,390.88,4.3,29.3,29.9,14.37,"215,058.20",60,99.9,155.93,168.92,4,1.9
2022-01-15 11:00,589.5,42.3,24.98,389.42,394.42,392.32,13.9,55,57.5,28.67,"215,063.59",60,99.9,356.34,384.69,15.79999924,6
2022-01-15 11:30,616.5,31,19.21,391.58,395.68,393.32,9.4,41.9,43.5,21.57,"215,075.00",60,99.9,270.9,289.41,14.59999847,7
2022-01-15 12:00,622,31.4,19.79,390.87,395.57,393.17,7.2,44.6,45.7,22.18,"215,087.00",60,99.9,292.95,310.27,16.5,8.2
2022-01-15 12:30,641,13,8.37,389.35,392.8,390.42,2,18.5,19,8.93,"215,095.00",60,99.9,107.49,114.97,9.700000763,6.7
2022-01-15 13:00,633.5,17.8,11.34,388.78,392.23,390.22,4.1,25.2,26,12.48,"215,100.09",59.9,99.9,159.86,169.31,9.200000763,6.5
2022-01-15 13:30,624.5,21.4,13.42,387.48,391.58,389.28,5.3,29.8,30.8,14.84,"215,106.00",59.9,99.9,192.94,204.36,11.20000076,7.1
2022-01-15 14:00,636,16.6,10.65,387.12,390.52,388.44,3.7,23.6,24.4,11.62,"215,113.00",60,99.9,147.26,155.93,11.29999924,7.6
2022-01-15 14:30,614.5,30.6,18.82,388.82,393.22,391.02,9.6,41.6,43.2,21.35,"215,119.50",59.9,99.9,311.06,331.14,11.29999924,7.8
2022-01-15 15:00,614.5,9.4,5.86,389.77,392.38,390.35,1.1,13.9,14.2,6.6,"215,128.00",59.9,99.9,74.81,81.11,12.70000076,8.5
2022-01-15 15:30,635,11.7,7.45,388.38,391.58,389.28,1.8,17,17.4,8.16,"215,132.00",60,99.9,103.95,111.82,7.399999619,6.6
2022-01-15 16:00,639,9.7,6.26,389.92,392.77,390.18,1.3,14.7,15,7,"215,135.20",59.9,99.9,173.25,184.27,8.200000763,8.1
2022-01-15 16:30,643,5.7,3.73,381.88,384.02,382.62,1.2,10.5,10.6,4.93,"215,138.20",59.9,99.9,107.89,113.79,6.5,7.8
2022-01-15 17:00,635,3.5,2.3,381.74,383.6,381.66,1.2,9.1,9,4.26,"215,140.50",59.9,99.9,29.14,32.68,4.100000381,6.8
2022-01-15 17:30,497,2.2,1.15,385.62,387.22,385.33,1.6,8.8,8.4,4.19,"215,143.00",59.9,99.9,0,0,2.700000763,5.5
2022-01-16 7:30,420,2.7,1.16,386.37,388.85,386.87,1.6,8.8,8.4,4.21,"215,143.00",59.9,0,0,0,2.200000763,4
2022-01-16 8:00,612.5,3.4,2.1,388.32,390.52,388.62,1.3,8.8,8.5,4.18,"215,143.00",59.9,99.9,9.45,11.81,1.700000763,3.9
2022-01-16 8:30,647,8.1,5.32,385.42,388.02,386.42,1.2,12.3,12.4,5.79,"215,144.09",59.9,99.9,54.73,60.24,3.600000381,4.3
2022-01-16 9:00,654,19.2,12.65,386.43,390.14,388.24,3.8,27.6,28.2,13.38,"215,149.00",60,99.9,153.96,166.56,8.5,5.7
2022-01-16 9:30,636,26.2,16.74,387.32,391.58,389.42,8,36.7,37.9,18.61,"215,156.00",60,99.9,228.77,241.37,12.5,6.9
2022-01-16 10:00,622,36,22.44,387.28,392.36,389.78,9.1,50.7,52.2,25.27,"215,167.30",60,99.9,314.21,339.02,13.09999847,6.4
2022-01-16 10:30,602.5,40.6,24.77,387.02,391.92,389.72,15.2,54.9,57.9,28.85,"215,180.91",60,99.9,355.56,386.27,15.29999924,6.5
2022-01-16 11:00,625,46,28.34,388.33,393.78,391.62,11.3,64.6,66.5,32.25,"215,196.59",59.9,99.9,433.91,470.14,17.29999924,6.8
2022-01-16 11:30,427,58.5,25.18,390.12,395.18,393.27,10,59.3,61.1,29.65,"215,213.41",60,99.9,463.44,494.94,19.29999924,7.4
2022-01-16 12:00,609,46.5,28.21,389.37,394.02,391.77,19.2,61.5,63.8,32.74,"215,230.09",59.9,99.9,439.42,474.47,19.90000153,7.5
2022-01-16 12:30,578,49.9,28.65,386.61,392.44,390.04,11,66.2,68,32.77,"215,246.50",59.9,99.9,455.57,490.22,22.5,8.7
2022-01-16 13:00,602,47.5,28.52,383.58,388.82,386.82,22.2,61.4,64.1,33.01,"215,263.00",60,99.9,457.54,492.19,22.90000153,9.9
2022-01-16 13:30,587,46.2,27.48,387.08,392.27,390.28,18.4,60.8,63.3,32.14,"215,279.09",60,99.9,443.36,475.26,21.79999924,9.9
